BJD - 2454833, Corrected Flux
2327.492534974, 0.838560189,
2327.512966698, 0.838774653,
2327.533398622, 0.837805224,
2327.553830445, 0.838679945,
2327.574262169, 0.838588435,
2327.594694092, 0.837985474,
2327.615125915, 0.837468194,
2327.635557637, 0.838004621,
2327.655989560, 0.836728976,
2327.676421282, 0.835542487,
2327.696853103, 0.835255443,
2327.717285025, 0.834840578,
2327.737716846, 0.837389654,
2327.758148567, 0.839311830,
2327.778580487, 0.828827220,
2327.799012308, 0.812063868,
2327.819444028, 0.819949541,
2327.839875947, 0.832809264,
2327.860307767, 0.832854063,
2327.901171405, 0.837148866,
2327.921603224, 0.838144757,
2327.942035142, 0.839108820,
2327.962466860, 0.837747627,
2327.982898678, 0.836691308,
2328.003330595, 0.836883659,
2328.023762313, 0.837665583,
2328.044194130, 0.837951238,
2328.064626046, 0.838507101,
2328.085057763, 0.839637237,
2328.105489579, 0.840452547,
2328.146353210, 0.848254489,
2328.166785026, 0.844991104,
2328.187216941, 0.842863886,
2328.207648755, 0.840183591,
2328.228080470, 0.839262136,
2328.248512384, 0.839093655,
2328.268944198, 0.839888217,
2328.289376012, 0.840944237,
2328.309807825, 0.840110597,
2328.330239638, 0.840310477,
2328.350671451, 0.838564494,
2328.391534976, 0.839200567,
2328.411966888, 0.837748342,
2328.432398700, 0.838813841,
2328.452830411, 0.840204743,
2328.473262322, 0.839083974,
2328.493694133, 0.839299599,
2328.514125844, 0.839016678,
2328.534557755, 0.838647126,
2328.554989565, 0.838590676,
2328.575421375, 0.837989067,
2328.595853184, 0.837820006,
2328.616284993, 0.835821975,
2328.636716902, 0.836127653,
2328.657148611, 0.835141185,
2328.677580420, 0.836579677,
2328.698012328, 0.825920728,
2328.718444036, 0.820003554,
2328.738875844, 0.830591368,
2328.759307751, 0.833998214,
2328.779739558, 0.832963045,
2328.800171265, 0.834553352,
2328.820603171, 0.838717523,
2328.841034978, 0.836388210,
2328.881898590, 0.837706494,
2328.902330395, 0.837540222,
2328.922762100, 0.839692501,
2328.943194005, 0.841215219,
2328.963625810, 0.841765614,
2328.984057715, 0.842849634,
2329.004489419, 0.843504364,
2329.024921223, 0.843424461,
2329.045353026, 0.843677941,
2329.065784830, 0.844028419,
2329.086216633, 0.843852904,
2329.106648436, 0.843627181,
2329.127080238, 0.844064957,
2329.147512041, 0.843805651,
2329.167943843, 0.843760116,
2329.188375645, 0.846006073,
2329.208807446, 0.844360657,
2329.229239347, 0.840631477,
2329.249671048, 0.839750896,
2329.270102849, 0.839850424,
2329.290534750, 0.839856951,
2329.310966450, 0.838748465,
2329.331398350, 0.840398655,
2329.372261849, 0.840291711,
2329.392693748, 0.840357545,
2329.413125547, 0.838367944,
2329.433557246, 0.839712300,
2329.453989144, 0.838711786,
2329.474420942, 0.837916614,
2329.494852640, 0.836765717,
2329.515284537, 0.837242805,
2329.535716335, 0.837312019,
2329.556148032, 0.836848788,
2329.576579928, 0.837626846,
2329.597011725, 0.833180399,
2329.617443521, 0.821363125,
2329.637875317, 0.823781687,
2329.658307113, 0.838504500,
2329.678739009, 0.839899279,
2329.699170804, 0.837453964,
2329.719602499, 0.835438689,
2329.740034393, 0.836201529,
2329.760466188, 0.838371505,
2329.780897882, 0.837850562,
2329.801329776, 0.840903576,
2329.821761570, 0.839845971,
2329.862625156, 0.847169931,
2329.883056849, 0.851680968,
2329.903488642, 0.846849051,
2329.923920534, 0.843429007,
2329.944352226, 0.844840074,
2329.964784018, 0.843869971,
2329.985215910, 0.841438028,
2330.005647601, 0.844043375,
2330.026079492, 0.843742588,
2330.046511283, 0.844207352,
2330.066943074, 0.844218823,
2330.107806654, 0.841401954,
2330.128238444, 0.841883152,
2330.148670234, 0.841902713,
2330.169102023, 0.841843165,
2330.189533812, 0.842203453,
2330.209965701, 0.841435244,
2330.230397390, 0.840930996,
2330.250829178, 0.840676179,
2330.271261066, 0.840650002,
2330.291692754, 0.841274332,
2330.312124541, 0.841832203,
2330.332556429, 0.841457370,
2330.352988116, 0.841295942,
2330.373420002, 0.838915059,
2330.393851789, 0.836435172,
2330.414283475, 0.835133833,
2330.434715361, 0.835933990,
2330.455147147, 0.836448479,
2330.475578833, 0.837465631,
2330.496010718, 0.837244552,
2330.516442503, 0.828626086,
2330.536874288, 0.816893211,
2330.557306072, 0.825164802,
2330.577737856, 0.839267606,
2330.598169540, 0.840919587,
2330.618601424, 0.841388763,
2330.639033208, 0.841743729,
2330.659464891, 0.842016645,
2330.679896774, 0.842701060,
2330.700328557, 0.842845169,
2330.720760339, 0.844181020,
2330.741192122, 0.844027072,
2330.761623904, 0.846140275,
2330.782055785, 0.845520780,
2330.802487467, 0.845483133,
2330.843351129, 0.850754313,
2330.863782810, 0.852259571,
2330.884214591, 0.852653117,
2330.904646471, 0.852781080,
2330.925078151, 0.850000110,
2330.945509931, 0.846413344,
2330.965941810, 0.845461103,
2330.986373490, 0.844238493,
2331.006805269, 0.844285269,
2331.027237148, 0.844625091,
2331.047668926, 0.843765730,
2331.068100705, 0.843532782,
2331.088532483, 0.842424484,
2331.108964260, 0.842204454,
2331.129396038, 0.843256325,
2331.149827815, 0.843929862,
2331.170259592, 0.843989906,
2331.190691369, 0.842506477,
2331.211123146, 0.840227730,
2331.231554922, 0.841204840,
2331.251986698, 0.842377512,
2331.272418474, 0.841559527,
2331.292850250, 0.839956722,
2331.313282025, 0.840095795,
2331.333713800, 0.840446973,
2331.354145476, 0.841618015,
2331.374577350, 0.840398679,
2331.395009125, 0.839280335,
2331.415440999, 0.838160190,
2331.435872673, 0.824391579,
2331.456304447, 0.819233698,
2331.476736320, 0.832170521,
2331.497167993, 0.838042772,
2331.517599766, 0.837444639,
2331.538031639, 0.838453133,
2331.578895084, 0.841996362,
2331.599326956, 0.842973485,
2331.619758728, 0.843773340,
2331.640190399, 0.845207704,
2331.660622270, 0.844665583,
2331.681054041, 0.844022719,
2331.701485812, 0.846667358,
2331.721917583, 0.845430013,
2331.742349353, 0.844431117,
2331.762781223, 0.842961173,
2331.783212893, 0.842114293,
2331.824076532, 0.850064084,
2331.844508201, 0.850793804,
2331.864939970, 0.850753431,
2331.885371839, 0.851982563,
2331.905803508, 0.850595057,
2331.926235276, 0.848026023,
2331.946667144, 0.845612969,
2331.967098812, 0.845875151,
2331.987530579, 0.845014570,
2332.007962346, 0.843877970,
2332.028394114, 0.842430498,
2332.069257647, 0.850778185,
2332.089689413, 0.845676536,
2332.110121279, 0.843578753,
2332.130553045, 0.843974358,
2332.150984711, 0.843544032,
2332.171416576, 0.843002019,
2332.191848341, 0.842454335,
2332.212280006, 0.841536675,
2332.232711871, 0.840257589,
2332.253143635, 0.839092380,
2332.273575300, 0.838575860,
2332.294007164, 0.837931173,
2332.314438928, 0.838266364,
2332.334870591, 0.835957108,
2332.355302455, 0.822182242,
2332.375734217, 0.825165403,
2332.396166080, 0.837975889,
2332.416597743, 0.841509663,
2332.437029505, 0.842003735,
2332.457461368, 0.842227335,
2332.477893030, 0.843071829,
2332.498324791, 0.844449929,
2332.518756653, 0.844580315,
2332.539188314, 0.844333217,
2332.559620075, 0.845412929,
2332.580051936, 0.847227301,
2332.600483696, 0.848271321,
2332.620915357, 0.849088980,
2332.641347217, 0.849589803,
2332.661778977, 0.850099499,
2332.682210636, 0.849830368,
2332.702642496, 0.849958198,
2332.723074255, 0.849645338,
2332.743506014, 0.848706086,
2332.763937773, 0.848522337,
2332.784369531, 0.849765850,
2332.825233048, 0.849036940,
2332.845664705, 0.849058972,
2332.866096563, 0.848064931,
2332.886528320, 0.847533077,
2332.906959978, 0.846030204,
2332.927391834, 0.846950535,
2332.947823591, 0.844673569,
2332.968255348, 0.845369442,
2332.988687104, 0.850498843,
2333.009118860, 0.849922571,
2333.049982371, 0.846429993,
2333.070414127, 0.847260803,
2333.090845982, 0.847043771,
2333.111277737, 0.846405184,
2333.131709391, 0.846481497,
2333.152141246, 0.846751568,
2333.172573000, 0.846823180,
2333.193004654, 0.846523361,
2333.213436508, 0.847302522,
2333.233868261, 0.848064069,
2333.254299915, 0.840441058,
2333.274731768, 0.829190743,
2333.295163521, 0.835702928,
2333.315595173, 0.844018354,
2333.336027026, 0.844755021,
2333.356458778, 0.845967423,
2333.376890630, 0.846453322,
2333.397322282, 0.847331931,
2333.417754034, 0.847594614,
2333.438185885, 0.847844051,
2333.458617536, 0.848173248,
2333.479049287, 0.849362241,
2333.499481038, 0.850486415,
2333.519912788, 0.852653259,
2333.540344538, 0.851753351,
2333.560776289, 0.852452563,
2333.581208038, 0.852184013,
2333.601639788, 0.851545551,
2333.622071637, 0.850336005,
2333.642503286, 0.848395965,
2333.662935135, 0.848303143,
2333.683366884, 0.848819290,
2333.703798533, 0.849248519,
2333.724230381, 0.847358730,
2333.744662129, 0.847385222,
2333.765093777, 0.847121956,
2333.785525625, 0.847521018,
2333.805957372, 0.846476375,
2333.826389019, 0.846630481,
2333.846820866, 0.846954643,
2333.867252613, 0.847419477,
2333.887684260, 0.847018974,
2333.908116106, 0.848180823,
2333.928547852, 0.849937686,
2333.969411344, 0.847425530,
2333.989843089, 0.845675531,
2334.030706580, 0.849945744,
2334.051138325, 0.849641609,
2334.071570169, 0.849311776,
2334.092001914, 0.848535321,
2334.112433558, 0.848984685,
2334.132865402, 0.849800117,
2334.153297146, 0.849809793,
2334.173728789, 0.836553631,
2334.194160633, 0.831602970,
2334.214592276, 0.842753988,
2334.235024019, 0.848195010,
2334.255455862, 0.846913863,
2334.275887504, 0.848234283,
2334.296319346, 0.849896344,
2334.316751089, 0.850418122,
2334.337182730, 0.850035736,
2334.357614572, 0.849843052,
2334.378046314, 0.851292289,
2334.398477955, 0.853072558,
2334.418909796, 0.854403994,
2334.439341537, 0.855330432,
2334.459773278, 0.854875341,
2334.480205018, 0.852052660,
2334.500636758, 0.852164120,
2334.521068498, 0.852882083,
2334.541500238, 0.853729792,
2334.561931978, 0.853109394,
2334.582363817, 0.852772425,
2334.602795556, 0.851910864,
2334.623227195, 0.850526888,
2334.643659034, 0.849336412,
2334.664090772, 0.850929145,
2334.684522411, 0.851105257,
2334.704954249, 0.849904956,
2334.725385987, 0.849056678,
2334.745817625, 0.849895841,
2334.766249462, 0.850039236,
2334.786681199, 0.849460162,
2334.807112837, 0.850928750,
2334.827544673, 0.852540091,
2334.847976410, 0.854919536,
2334.868408047, 0.853237364,
2334.888839883, 0.852700656,
2334.909271619, 0.852421930,
2334.929703455, 0.853306345,
2334.950135091, 0.853089525,
2334.970566826, 0.851682510,
2335.011430297, 0.850715572,
2335.031862031, 0.851337875,
2335.052293766, 0.851424573,
2335.072725501, 0.845315852,
2335.093157235, 0.829521094,
2335.113588969, 0.831849598,
2335.134020703, 0.845717437,
2335.154452436, 0.847636201,
2335.174884270, 0.848589393,
2335.195315903, 0.850419473,
2335.215747736, 0.851789595,
2335.236179469, 0.851972578,
2335.256611102, 0.853073725,
2335.277042934, 0.852868787,
2335.297474666, 0.853272866,
2335.317906299, 0.853276988,
2335.338338130, 0.855400693,
2335.358769862, 0.856862235,
2335.379201494, 0.857396587,
2335.399633325, 0.857376504,
2335.420065056, 0.857507880,
2335.440496787, 0.856396565,
2335.460928517, 0.854076323,
2335.481360248, 0.854864315,
2335.501792078, 0.853506352,
2335.522223708, 0.852753790,
2335.542655438, 0.849762096,
2335.563087268, 0.850841634,
2335.583518997, 0.851296501,
2335.603950627, 0.849360220,
2335.624382456, 0.846085471,
2335.644814185, 0.844818981,
2335.665245813, 0.845612975,
2335.685677642, 0.847289564,
2335.706109270, 0.847933557,
2335.726540998, 0.848230207,
2335.746972826, 0.848855050,
2335.767404454, 0.849875451,
2335.787836181, 0.852213857,
2335.808268009, 0.852802820,
2335.828699636, 0.852910594,
2335.849131463, 0.852680785,
2335.869563190, 0.851594978,
2335.889994816, 0.851426071,
2335.910426642, 0.851670185,
2335.930858369, 0.851583426,
2335.951289995, 0.852835006,
2335.992153546, 0.843723024,
2336.012585271, 0.833207844,
2336.033016997, 0.842963114,
2336.053448722, 0.853240618,
2336.073880446, 0.853667790,
2336.094312171, 0.853869308,
2336.114743896, 0.853582609,
2336.135175720, 0.854932348,
2336.155607444, 0.855755635,
2336.176039068, 0.856898414,
2336.196470891, 0.857034798,
2336.216902615, 0.857998689,
2336.237334238, 0.859960658,
2336.257766061, 0.860997784,
2336.278197784, 0.861724458,
2336.298629407, 0.861664552,
2336.319061229, 0.860950682,
2336.339492952, 0.860761812,
2336.359924574, 0.859977776,
2336.380356396, 0.858483773,
2336.400788118, 0.855543399,
2336.421219839, 0.855338588,
2336.441651561, 0.854976564,
2336.462083182, 0.854217306,
2336.482515003, 0.852141959,
2336.502946724, 0.852859178,
2336.523378444, 0.851244169,
2336.543810165, 0.849986037,
2336.564241885, 0.848062895,
2336.584673605, 0.850131292,
2336.605105325, 0.850778620,
2336.625537045, 0.851218492,
2336.645968764, 0.849097253,
2336.666400584, 0.848712445,
2336.686832203, 0.847470477,
2336.707264022, 0.847896669,
2336.727695741, 0.848342808,
2336.748127359, 0.847770269,
2336.768559178, 0.847851038,
2336.788990896, 0.847392294,
2336.809422514, 0.848963192,
2336.829854332, 0.848617182,
2336.850286050, 0.850350161,
2336.870717667, 0.851522499,
2336.891149485, 0.850228507,
2336.911581202, 0.838213363,
2336.932012819, 0.834242941,
2336.972876352, 0.851332633,
2336.993308168, 0.853389014,
2337.013739785, 0.854870813,
2337.034171501, 0.855903908,
2337.054603316, 0.857326980,
2337.075035032, 0.857711553,
2337.095466648, 0.858578340,
2337.115898363, 0.860001723,
2337.136330178, 0.862676688,
2337.156761793, 0.863793904,
2337.177193608, 0.862726841,
2337.197625223, 0.863045826,
2337.218056937, 0.861300175,
2337.238488751, 0.858691680,
2337.258920365, 0.857855145,
2337.279352179, 0.859031978,
2337.299783893, 0.858190457,
2337.320215507, 0.857734345,
2337.340647320, 0.856030162,
2337.361079033, 0.854538436,
2337.381510646, 0.852690589,
2337.401942459, 0.852212964,
2337.422374172, 0.854053167,
2337.442805784, 0.853981196,
2337.463237596, 0.853112538,
2337.483669308, 0.853455960,
2337.504101020, 0.852416845,
2337.524532732, 0.852548411,
2337.544964444, 0.850957110,
2337.565396155, 0.852367240,
2337.585827866, 0.851993945,
2337.606259577, 0.852449644,
2337.626691388, 0.853501647,
2337.647123099, 0.854942724,
2337.667554709, 0.855734918,
2337.708418230, 0.855267001,
2337.728849840, 0.853364160,
2337.749281650, 0.851468279,
2337.769713360, 0.850276573,
2337.790144969, 0.851100627,
2337.810576778, 0.848031583,
2337.831008388, 0.834148402,
2337.851440097, 0.838604961,
2337.871871905, 0.852199345,
2337.892303614, 0.854212891,
2337.912735322, 0.854908135,
2337.974030447, 0.859882541,
2337.994462155, 0.862146909,
2338.014893862, 0.862794042,
2338.035325570, 0.861689205,
2338.055757277, 0.861589549,
2338.076188984, 0.859155576,
2338.096620691, 0.860524384,
2338.117052398, 0.861375958,
2338.137484104, 0.861866220,
2338.157915911, 0.862153039,
2338.178347517, 0.860478255,
2338.198779323, 0.860437470,
2338.219211029, 0.858388463,
2338.239642634, 0.858490067,
2338.260074440, 0.858614196,
2338.280506146, 0.857190772,
2338.300937751, 0.856072203,
2338.321369556, 0.855166676,
2338.341801261, 0.853162024,
2338.362232865, 0.850543313,
2338.382664670, 0.849530410,
2338.403096374, 0.851986447,
2338.443959783, 0.851541420,
2338.464391487, 0.850428075,
2338.484823290, 0.850692306,
2338.505254894, 0.851924897,
2338.525686597, 0.851812852,
2338.546118400, 0.852811097,
2338.566550004, 0.853903510,
2338.586981707, 0.853513892,
2338.607413409, 0.852896022,
2338.627845112, 0.852840814,
2338.648276814, 0.852344772,
2338.668708616, 0.851550584,
2338.689140219, 0.850998905,
2338.709571920, 0.852937866,
2338.730003722, 0.844302071,
2338.750435324, 0.836083747,
2338.770867125, 0.844333208,
2338.791298827, 0.852890955,
2338.811730428, 0.852873172,
2338.832162229, 0.854441697,
2338.852593929, 0.854872251,
2338.873025530, 0.858016673,
2338.893457330, 0.858611816,
2338.913889031, 0.861506311,
2338.934320631, 0.861466201,
2338.954752431, 0.863492491,
2338.975184131, 0.864046236,
2338.995615930, 0.866955517,
2339.016047530, 0.868431118,
2339.036479229, 0.867774337,
2339.056911028, 0.866639981,
2339.077342627, 0.865248406,
2339.097774326, 0.864283742,
2339.118206125, 0.862984025,
2339.138637823, 0.861495349,
2339.179501220, 0.858334231,
2339.199932918, 0.858188217,
2339.220364516, 0.858903248,
2339.240796314, 0.859217402,
2339.261228011, 0.858945060,
2339.281659709, 0.858729540,
2339.302091406, 0.858739674,
2339.322523003, 0.859191857,
2339.342954800, 0.859178360,
2339.363386497, 0.858698142,
2339.383818094, 0.859001858,
2339.404249890, 0.858452813,
2339.424681586, 0.857663334,
2339.445113183, 0.858506684,
2339.465544979, 0.858767519,
2339.485976674, 0.858844690,
2339.506408370, 0.858887255,
2339.526840066, 0.858654430,
2339.547271761, 0.858763258,
2339.567703556, 0.858572669,
2339.588135152, 0.858388397,
2339.608566847, 0.857938988,
2339.628998641, 0.857194705,
2339.649430236, 0.840848058,
2339.669861930, 0.840501037,
2339.690293725, 0.853985221,
2339.710725419, 0.858256497,
2339.731157013, 0.858962865,
2339.751588807, 0.858534217,
2339.772020501, 0.859399480,
2339.792452094, 0.858225219,
2339.812883888, 0.858759351,
2339.833315581, 0.859063239,
2339.853747374, 0.858696131,
2339.874178967, 0.857920085,
2339.915042452, 0.856701264,
2339.935474045, 0.863813077,
2339.955905737, 0.864285950,
2339.976337530, 0.863124535,
2339.996769122, 0.863653882,
2340.017200813, 0.859526547,
2340.037632505, 0.855416466,
2340.058064197, 0.856428402,
2340.078495888, 0.857581733,
2340.098927580, 0.857954906,
2340.119359271, 0.858537578,
2340.160222753, 0.847155130,
2340.180654343, 0.853773564,
2340.201086134, 0.856803084,
2340.221517825, 0.856704166,
2340.241949415, 0.857303971,
2340.262381205, 0.857583204,
2340.282812895, 0.857883129,
2340.303244485, 0.858317183,
2340.323676275, 0.862867320,
2340.344107964, 0.864417435,
2340.364539754, 0.863301599,
2340.384971343, 0.861945755,
2340.405403032, 0.861030607,
2340.425834821, 0.860954367,
2340.446266410, 0.859744843,
2340.466698098, 0.859604703,
2340.487129887, 0.859337008,
2340.507561475, 0.857693429,
2340.527993164, 0.856576053,
2340.548424952, 0.852101933,
2340.568856540, 0.838903261,
2340.589288228, 0.842980176,
2340.609720015, 0.855679151,
2340.630151703, 0.855547160,
2340.650583390, 0.855073991,
2340.671015077, 0.854844137,
2340.691446765, 0.856071639,
2340.711878451, 0.857768594,
2340.732310138, 0.858731379,
2340.752741825, 0.859814921,
2340.773173511, 0.861008801,
2340.793605198, 0.861830022,
2340.814036784, 0.862575566,
2340.834468570, 0.863676792,
2340.854900256, 0.863434100,
2340.875331842, 0.862224730,
2340.895763628, 0.862350531,
2340.916195313, 0.861662633,
2340.936627099, 0.860397788,
2340.957058684, 0.859507762,
2340.977490369, 0.857514556,
2340.997922154, 0.857847611,
2341.018353739, 0.857475293,
2341.038785424, 0.856668459,
2341.059217208, 0.854446790,
2341.079648793, 0.854142987,
2341.100080477, 0.853063511,
2341.120512261, 0.856206718,
2341.140943945, 0.856158509,
2341.161375629, 0.858586160,
2341.181807313, 0.859370241,
2341.202238997, 0.857771485,
2341.222670680, 0.854796450,
2341.243102364, 0.853782601,
2341.263534047, 0.854883785,
2341.283965730, 0.855840802,
2341.304397413, 0.856193011,
2341.324829096, 0.854289179,
2341.345260878, 0.856373893,
2341.365692461, 0.855196829,
2341.386124143, 0.857927408,
2341.406555825, 0.856026353,
2341.426987508, 0.856725764,
2341.447419290, 0.856706985,
2341.467850872, 0.849397333,
2341.488282553, 0.843875043,
2341.508714335, 0.857758653,
2341.529145916, 0.862061008,
2341.549577598, 0.864104532,
2341.570009379, 0.863577837,
2341.590440960, 0.865513883,
2341.610872641, 0.866447856,
2341.631304422, 0.864729239,
2341.651736002, 0.856483033,
2341.672167783, 0.855799137,
2341.692599463, 0.859618408,
2341.713031144, 0.861639938,
2341.733462824, 0.864402757,
2341.753894504, 0.865011300,
2341.774326184, 0.865607635,
2341.794757863, 0.865735359,
2341.815189543, 0.864857451,
2341.835621223, 0.862962262,
2341.896916260, 0.862623047,
2341.917348039, 0.864062573,
2341.937779618, 0.863847196,
2341.958211397, 0.863614865,
2341.978643076, 0.862992674,
2341.999074654, 0.861830630,
2342.019506432, 0.861515511,
2342.039938111, 0.860789280,
2342.060369689, 0.860474766,
2342.080801467, 0.859773748,
2342.101233145, 0.859794627,
2342.121664722, 0.859515475,
2342.142096500, 0.860317898,
2342.162528177, 0.860137773,
2342.182959855, 0.860709503,
2342.203391532, 0.860578694,
2342.223823209, 0.860446118,
2342.244254886, 0.860487154,
2342.264686563, 0.861746467,
2342.285118239, 0.858578131,
2342.305549916, 0.858311745,
2342.325981592, 0.859207255,
2342.346413269, 0.860270169,
2342.366845045, 0.859393647,
2342.387276621, 0.844245962,
2342.407708297, 0.843794338,
2342.428140073, 0.856354647,
2342.448571648, 0.860553767,
2342.469003424, 0.860166493,
2342.489435100, 0.862375479,
2342.509866675, 0.860486286,
2342.530298450, 0.861647228,
2342.550730125, 0.861598953,
2342.571161700, 0.862709549,
2342.591593475, 0.863464235,
2342.612025150, 0.866296003,
2342.632456724, 0.874526255,
2342.652888499, 0.877199295,
2342.673320173, 0.880914660,
2342.693751947, 0.882572052,
2342.714183522, 0.880444765,
2342.734615196, 0.878946375,
2342.755046970, 0.871327575,
2342.775478543, 0.868143073,
2342.795910217, 0.860039821,
2342.816341890, 0.854798324,
2342.836773664, 0.854771560,
2342.857205237, 0.853872501,
2342.877637010, 0.853157442,
2342.898068583, 0.852142583,
2342.918500356, 0.851381882,
2342.938932029, 0.850179511,
2342.959363602, 0.849931589,
2342.979795375, 0.848977877,
2343.000227047, 0.850301995,
2343.020658619, 0.850446039,
2343.041090392, 0.850289732,
2343.061522064, 0.850104556,
2343.081953636, 0.849998551,
2343.102385408, 0.851425444,
2343.122817079, 0.851234020,
2343.143248651, 0.852398766,
2343.163680422, 0.852909032,
2343.184112094, 0.852869165,
2343.204543865, 0.852986321,
2343.224975436, 0.850749035,
2343.245407107, 0.849498757,
2343.265838878, 0.848642618,
2343.286270449, 0.843635852,
2343.306702120, 0.830164137,
2343.327133891, 0.836619726,
2343.347565561, 0.851631823,
2343.367997132, 0.855716909,
2343.388428902, 0.858451863,
2343.408860572, 0.859822312,
2343.429292242, 0.859660859,
2343.449723912, 0.860658841,
2343.470155582, 0.859851091,
2343.490587352, 0.861375358,
2343.511018921, 0.860633295,
2343.531450591, 0.862019117,
2343.551882260, 0.861850160,
2343.572313929, 0.862373325,
2343.592745599, 0.862368857,
2343.613177268, 0.868573356,
2343.633608937, 0.868278190,
2343.654040705, 0.867668771,
2343.674472274, 0.866469424,
2343.694903943, 0.865509282,
2343.715335711, 0.863448761,
2343.735767280, 0.862627054,
2343.756198948, 0.859541159,
2343.776630716, 0.856692907,
2343.797062284, 0.855123598,
2343.837925720, 0.870172782,
2343.858357388, 0.868545871,
2343.878788955, 0.867150033,
2343.899220723, 0.866397827,
2343.919652390, 0.866491886,
2343.940084058, 0.866271644,
2343.960515725, 0.867805053,
2343.980947392, 0.868413429,
2344.001379159, 0.869112289,
2344.021810726, 0.869004241,
2344.042242392, 0.870081983,
2344.062674159, 0.870685985,
2344.083105726, 0.871565974,
2344.103537392, 0.872241183,
2344.123969159, 0.872158170,
2344.144400725, 0.872216747,
2344.164832491, 0.872682026,
2344.185264157, 0.872983878,
2344.205695723, 0.862099501,
2344.226127489, 0.854467218,
2344.246559155, 0.867054421,
2344.266990720, 0.875834866,
2344.287422486, 0.876324026,
2344.307854051, 0.875678539,
2344.328285816, 0.876739396,
2344.348717482, 0.877803969,
2344.369149047, 0.878568785,
2344.389580812, 0.879472615,
2344.410012477, 0.880020755,
2344.430444141, 0.880637387,
2344.450875806, 0.883144381,
2344.471307471, 0.883112565,
2344.491739135, 0.882684506,
2344.512170800, 0.882537290,
2344.532602464, 0.881825577,
2344.553034128, 0.880792789,
2344.573465892, 0.880623233,
2344.593897456, 0.878771177,
2344.614329120, 0.876572738,
2344.634760884, 0.876064999,
2344.655192448, 0.874949799,
2344.675624211, 0.870853380,
2344.696055875, 0.869196681,
2344.716487438, 0.871298372,
2344.736919202, 0.869456306,
2344.757350865, 0.870216991,
2344.777782428, 0.867314549,
2344.818645854, 0.868977417,
2344.839077517, 0.868998364,
2344.859509179, 0.867225654,
2344.879940842, 0.865058502,
2344.900372604, 0.863909713,
2344.920804167, 0.862912377,
2344.941235829, 0.861724297,
2344.961667491, 0.862042233,
2344.982099154, 0.862344742,
2345.002530816, 0.864511325,
2345.022962578, 0.866846100,
2345.063825801, 0.871433305,
2345.084257563, 0.876010305,
2345.104689124, 0.876290877,
2345.125120886, 0.862047909,
2345.145552547, 0.861885568,
2345.165984109, 0.876014814,
2345.186415870, 0.878514398,
2345.206847531, 0.877246728,
2345.227279092, 0.875854132,
2345.247710853, 0.878918564,
2345.268142514, 0.881919219,
2345.288574074, 0.885140891,
2345.309005835, 0.886104570,
2345.329437496, 0.886293815,
2345.349869256, 0.888368369,
2345.370300816, 0.889282279,
2345.390732477, 0.888248476,
2345.411164237, 0.887208427,
2345.431595797, 0.884946028,
2345.452027457, 0.885104049,
2345.472459217, 0.884867657,
2345.492890877, 0.880711305,
2345.513322436, 0.878257844,
2345.533754196, 0.877673392,
2345.554185855, 0.877838781,
2345.574617515, 0.873874177,
2345.595049174, 0.871590343,
2345.615480833, 0.871472558,
2345.635912493, 0.871366051,
2345.656344152, 0.872222722,
2345.676775811, 0.867746220,
2345.697207470, 0.867381933,
2345.717639129, 0.874415316,
2345.738070787, 0.864085928,
2345.758502446, 0.855074882,
2345.799365663, 0.869923778,
2345.819797421, 0.870583057,
2345.840229080, 0.871242359,
2345.860660838, 0.871344722,
2345.881092396, 0.871124299,
2345.901524054, 0.868459616,
2345.921955812, 0.869535690,
2345.942387370, 0.869787844,
2345.962819028, 0.869725799,
2345.983250785, 0.867681766,
2346.003682343, 0.868043075,
2346.044545758, 0.856721513,
2346.064977415, 0.863946120,
2346.085409073, 0.875497627,
2346.105840730, 0.875831774,
2346.126272387, 0.875222785,
2346.146704044, 0.876937448,
2346.167135701, 0.876983967,
2346.187567358, 0.876219109,
2346.207999115, 0.877543392,
2346.228430671, 0.879909242,
2346.248862328, 0.884038224,
2346.289725641, 0.884089531,
2346.310157397, 0.884444396,
2346.330589054, 0.885513702,
2346.351020610, 0.887918360,
2346.371452366, 0.887726979,
2346.391884022, 0.886918090,
2346.412315578, 0.887788168,
2346.432747334, 0.889119679,
2346.453178890, 0.883449123,
2346.473610546, 0.876533786,
2346.494042301, 0.875407077,
2346.534905612, 0.873903684,
2346.555337268, 0.869906750,
2346.575768923, 0.868795508,
2346.596200578, 0.865934208,
2346.616632233, 0.863349973,
2346.637063889, 0.865124738,
2346.657495544, 0.867100839,
2346.677927198, 0.867043628,
2346.698358853, 0.866882890,
2346.718790608, 0.872679191,
2346.739222163, 0.870489770,
2346.780085572, 0.879006321,
2346.800517126, 0.880227175,
2346.820948881, 0.877887310,
2346.841380535, 0.879025416,
2346.861812090, 0.876184433,
2346.882243844, 0.877251034,
2346.902675498, 0.879490226,
2346.923107052, 0.879248538,
2346.943538806, 0.869202319,
2346.963970460, 0.862427177,
2346.984402213, 0.871979223,
2347.004833767, 0.879168527,
2347.025265421, 0.878045352,
2347.045697074, 0.876373415,
2347.066128728, 0.879598059,
2347.086560381, 0.881772996,
2347.106992135, 0.882874178,
2347.127423688, 0.888761235,
2347.147855341, 0.890916150,
2347.168286994, 0.886981277,
2347.188718647, 0.890012879,
2347.209150400, 0.901237624,
2347.229581953, 0.892550799,
