BJD - 2454833, Corrected Flux
2321.914634359, 0.831405111,
2321.935066268, 0.831765205,
2321.955498277, 0.833809977,
2321.975930086, 0.836133143,
2321.996361994, 0.836028869,
2322.016794002, 0.836535277,
2322.037225810, 0.835901177,
2322.057657717, 0.835824405,
2322.078089624, 0.836984288,
2322.098521530, 0.836375877,
2322.118953437, 0.833857933,
2322.139385443, 0.832042685,
2322.159817248, 0.831249284,
2322.180249153, 0.829156240,
2322.200681158, 0.828259460,
2322.221112963, 0.825390231,
2322.261976871, 0.824481318,
2322.282408675, 0.822005350,
2322.302840678, 0.817300386,
2322.323272581, 0.803745854,
2322.343704383, 0.809454013,
2322.364136385, 0.824726199,
2322.384568287, 0.826853475,
2322.405000089, 0.826698388,
2322.425432090, 0.827514132,
2322.445863991, 0.828949513,
2322.466295892, 0.827734228,
2322.486727792, 0.828524481,
2322.507159692, 0.831713646,
2322.527591591, 0.830256248,
2322.548023490, 0.829064176,
2322.568455389, 0.829663479,
2322.588887288, 0.830149825,
2322.609319286, 0.829229495,
2322.629751084, 0.829430790,
2322.650183081, 0.829630007,
2322.670614979, 0.829050295,
2322.691046775, 0.830662102,
2322.711478772, 0.830200541,
2322.752342464, 0.831057287,
2322.772774460, 0.829723004,
2322.793206255, 0.830548648,
2322.813638150, 0.831660360,
2322.834070144, 0.833448892,
2322.854501938, 0.834117514,
2322.874933832, 0.834006349,
2322.895365826, 0.833392923,
2322.915797619, 0.833449987,
2322.936229512, 0.834934622,
2322.956661504, 0.835609561,
2322.977093397, 0.835017204,
2322.997525189, 0.836545880,
2323.017957180, 0.835853275,
2323.038389072, 0.834131717,
2323.058820962, 0.833134691,
2323.079252853, 0.831667774,
2323.099684743, 0.830252726,
2323.120116633, 0.828683306,
2323.140548523, 0.828170802,
2323.160980412, 0.829808133,
2323.181412401, 0.828547121,
2323.201844189, 0.826484294,
2323.242708066, 0.805252739,
2323.263139853, 0.816555823,
2323.283571741, 0.825943960,
2323.304003728, 0.825985159,
2323.324435514, 0.825701591,
2323.344867401, 0.827837355,
2323.365299387, 0.828254997,
2323.385731172, 0.829755451,
2323.406163058, 0.829827042,
2323.426595043, 0.829975769,
2323.447026927, 0.829107435,
2323.467458812, 0.830451479,
2323.487890696, 0.830702536,
2323.508322480, 0.832755533,
2323.528754463, 0.834067546,
2323.549186346, 0.833323338,
2323.569618129, 0.832759220,
2323.590050111, 0.832489041,
2323.610481993, 0.831231482,
2323.630913775, 0.832771244,
2323.651345757, 0.832935971,
2323.671777638, 0.831838350,
2323.692209419, 0.830303169,
2323.733073279, 0.830236529,
2323.753505059, 0.832728144,
2323.773937039, 0.833098695,
2323.814800897, 0.833798347,
2323.835232675, 0.833936822,
2323.855664554, 0.834015025,
2323.876096532, 0.834415514,
2323.896528309, 0.834619076,
2323.916960186, 0.834180844,
2323.937392163, 0.832545937,
2323.957823940, 0.831476342,
2323.978255816, 0.831525998,
2323.998687792, 0.832179691,
2324.019119668, 0.832299071,
2324.039551443, 0.829318981,
2324.059983418, 0.829358353,
2324.080415293, 0.828006589,
2324.100847067, 0.830138696,
2324.121279042, 0.827031147,
2324.141710916, 0.810050864,
2324.162142689, 0.809313117,
2324.182574662, 0.823119170,
2324.243870280, 0.828778704,
2324.264302152, 0.830811593,
2324.284734023, 0.831683681,
2324.305165894, 0.831419260,
2324.325597665, 0.830645838,
2324.346029636, 0.830979614,
2324.366461506, 0.832007306,
2324.386893376, 0.831738559,
2324.407325246, 0.832792071,
2324.427757115, 0.834485672,
2324.448188984, 0.835487475,
2324.468620953, 0.834297032,
2324.489052721, 0.833091658,
2324.509484589, 0.832685257,
2324.529916557, 0.833172475,
2324.550348325, 0.834490443,
2324.570780292, 0.835894377,
2324.591212159, 0.835828554,
2324.611643925, 0.832417627,
2324.632075891, 0.831955793,
2324.652507757, 0.832926374,
2324.672939523, 0.832465622,
2324.713803353, 0.834704309,
2324.734235118, 0.835463239,
2324.754667082, 0.836250380,
2324.775098946, 0.834971250,
2324.795530710, 0.836308932,
2324.815962673, 0.836020700,
2324.836394536, 0.836005118,
2324.856826399, 0.836224039,
2324.877258262, 0.835244062,
2324.897690124, 0.832619602,
2324.918121986, 0.831561139,
2324.938553947, 0.831341951,
2324.958985708, 0.829992582,
2324.979417569, 0.829718188,
2324.999849430, 0.830105987,
2325.020281290, 0.830135941,
2325.040713250, 0.823746141,
2325.061145010, 0.811011982,
2325.081576869, 0.815963439,
2325.102008828, 0.828258648,
2325.122440587, 0.831038191,
2325.142872446, 0.831192442,
2325.163304404, 0.829883159,
2325.204168019, 0.831723056,
2325.224599977, 0.832413695,
2325.245031733, 0.833325323,
2325.265463590, 0.833165456,
2325.285895546, 0.834277357,
2325.306327402, 0.834848415,
2325.326759258, 0.835456462,
2325.347191413, 0.835899278,
2325.367623268, 0.835508442,
2325.388055123, 0.833785835,
2325.408486978, 0.834364842,
2325.428918732, 0.834328230,
2325.449350686, 0.836652857,
2325.469782539, 0.837112370,
2325.490214293, 0.836058272,
2325.510646246, 0.834787227,
2325.531078098, 0.834374424,
2325.551509851, 0.834999584,
2325.571941803, 0.836789905,
2325.592373654, 0.836381308,
2325.612805406, 0.835265318,
2325.633237357, 0.835685104,
2325.653669208, 0.834543935,
2325.694532909, 0.836693089,
2325.714964759, 0.835751159,
2325.735396708, 0.834550130,
2325.755828458, 0.835247041,
2325.776260307, 0.834984540,
2325.796692255, 0.833600424,
2325.817124004, 0.830800747,
2325.837555852, 0.832827029,
2325.857987800, 0.832613195,
2325.878419647, 0.831057718,
2325.898851395, 0.830372492,
2325.919283342, 0.830273633,
2325.939715188, 0.830586402,
2325.960146934, 0.818641703,
2325.980578881, 0.812219987,
2326.001010726, 0.826597891,
2326.021442472, 0.836669543,
2326.041874417, 0.833669438,
2326.062306262, 0.832233713,
2326.082738206, 0.833851714,
2326.103169951, 0.834874502,
2326.123601795, 0.834794520,
2326.144033638, 0.834810335,
2326.205329167, 0.835373439,
2326.225761010, 0.835809718,
2326.246192852, 0.835290871,
2326.266624694, 0.834775146,
2326.287056536, 0.836395830,
2326.307488377, 0.836983960,
2326.327920218, 0.837164091,
2326.348352058, 0.836780845,
2326.368783899, 0.837318637,
2326.389215839, 0.837390424,
2326.409647579, 0.836415887,
2326.430079518, 0.836037063,
2326.450511357, 0.837406153,
2326.470943097, 0.838988076,
2326.491375035, 0.839662458,
2326.511806874, 0.839355176,
2326.532238612, 0.838828618,
2326.552670549, 0.840024862,
2326.573102387, 0.841782309,
2326.593534124, 0.845742654,
2326.613966061, 0.843334984,
2326.634397897, 0.838930311,
2326.654829634, 0.838474293,
2326.675261570, 0.838608326,
2326.695693405, 0.837705014,
2326.716125241, 0.838385246,
2326.736557076, 0.837544249,
2326.756988911, 0.833999913,
2326.777420745, 0.833046535,
2326.797852580, 0.833866021,
2326.818284414, 0.832723623,
2326.838716347, 0.834712618,
2326.859148081, 0.831407195,
2326.879579914, 0.816351745,
2326.920443579, 0.827180999,
2326.940875411, 0.830109210,
2326.961307343, 0.831643974,
2326.981739075, 0.833346065,
2327.002170907, 0.833722438,
2327.022602837, 0.834589552,
2327.043034568, 0.835215252,
2327.063466399, 0.835800098,
2327.083898329, 0.836763357,
2327.104330059, 0.839097349,
2327.124761889, 0.839564146,
2327.145193818, 0.840455124,
2327.165625547, 0.842630417,
2327.186057476, 0.844983211,
2327.206489304, 0.846507712,
2327.226921133, 0.841129503,
2327.247352961, 0.840402296,
2327.267784788, 0.840986182,
2327.288216616, 0.840375956,
2327.308648443, 0.839605997,
2327.329080269, 0.838528964,
2327.349512096, 0.839098078,
2327.369944022, 0.840710032,
2327.410807574, 0.837822505,
2327.431239499, 0.836464600,
2327.451671224, 0.836919706,
2327.472103049, 0.838162643,
