BJD - 2454833, Corrected Flux
3272.051683526, 1.002509972,
3272.072118970, 0.989919922,
3272.092554513, 0.994884260,
3272.112990157, 1.006046531,
3272.133425602, 1.004784360,
3272.153861246, 1.004125567,
3272.174296791, 1.003708939,
3272.194732235, 1.003189187,
3272.235603426, 0.999388088,
3272.256038971, 1.000565416,
3272.276474517, 1.004164677,
3272.296910063, 1.005603446,
3272.317345610, 1.002471281,
3272.337781156, 0.999442795,
3272.358216703, 0.998348937,
3272.378652350, 0.999941067,
3272.399087897, 1.000971817,
3272.419523345, 0.999687059,
3272.439958993, 1.001667691,
3272.460394541, 1.002429155,
3272.480829989, 1.003573311,
3272.501265637, 1.002508180,
3272.521701186, 0.999749520,
3272.542136635, 1.000802334,
3272.562572284, 1.001005120,
3272.583007833, 1.001899645,
3272.603443383, 1.003030350,
3272.623878933, 1.004172302,
3272.644314483, 1.004730639,
3272.664750033, 1.004563422,
3272.685185584, 1.008081481,
3272.726056685, 0.997550772,
3272.746492237, 1.005360941,
3272.766927788, 1.008523040,
3272.787363340, 1.015735228,
3272.807798892, 1.020214251,
3272.828234544, 1.016129795,
3272.848669996, 1.010576422,
3272.869105549, 1.010511089,
3272.889541202, 1.007606693,
3272.909976755, 1.009517492,
3272.930412208, 1.008311612,
3272.950847862, 1.006106034,
3272.971283415, 0.995581072,
3272.991718869, 0.988999622,
3273.012154524, 1.000439008,
3273.032590078, 1.006465141,
3273.053025733, 1.004691318,
3273.073461188, 1.002575670,
3273.093896743, 1.016773929,
3273.114332398, 1.002231341,
3273.134767854, 1.001370790,
3273.155203410, 1.001445946,
3273.175639066, 1.002025728,
3273.216510078, 1.002585590,
3273.236945735, 1.008271850,
3273.257381192, 1.005862992,
3273.277816849, 1.007063409,
3273.298252407, 1.007709253,
3273.318687864, 1.006326394,
3273.339123522, 1.005884668,
3273.359558980, 1.006429184,
3273.379994539, 1.004196915,
3273.400430197, 1.006047436,
3273.420865656, 1.004798604,
3273.461736874, 1.000098030,
3273.482172433, 1.003556770,
3273.502607993, 1.001209010,
3273.523043553, 1.002256228,
3273.543479113, 1.004675311,
3273.563914773, 1.005433722,
3273.584350234, 1.008148863,
3273.604785795, 1.010562729,
3273.625221456, 1.011218488,
3273.645656917, 1.011096870,
3273.666092478, 1.014636589,
3273.706963602, 1.013063694,
3273.727399264, 1.015643453,
3273.747834826, 1.016048544,
3273.768270289, 1.014641477,
3273.788705952, 1.014996668,
3273.809141514, 1.016572334,
3273.829576978, 1.014496347,
3273.850012641, 1.012080979,
3273.870448205, 1.007984232,
3273.890883769, 0.991292359,
3273.911319333, 0.990480616,
3273.952190561, 1.001331621,
3273.972626026, 1.000401054,
3273.993061591, 1.002010407,
3274.013497156, 1.003915786,
3274.033932722, 1.000871890,
3274.054368287, 1.002823281,
3274.074803953, 1.001871252,
3274.095239419, 1.003028282,
3274.115674985, 1.004926008,
3274.136110652, 1.005016293,
3274.156546118, 1.004447529,
3274.217852820, 1.001873949,
3274.238288487, 1.001742533,
3274.258724055, 1.003512577,
3274.279159523, 1.004540299,
3274.299595191, 1.005792997,
3274.320030760, 1.003951027,
3274.340466228, 1.002947233,
3274.360901897, 1.002129591,
3274.381337466, 1.002086151,
3274.401773135, 1.001611200,
3274.442644174, 1.003803068,
3274.463079844, 1.007034025,
3274.483515314, 1.002665066,
3274.503950885, 1.001615117,
3274.524386555, 1.005310701,
3274.544822126, 1.004784924,
3274.565257597, 1.007550766,
3274.585693268, 1.011416031,
3274.606128839, 1.009931685,
3274.626564411, 1.015541887,
3274.646999983, 1.016099118,
3274.667435555, 1.016591053,
3274.687871127, 1.016609064,
3274.708306699, 1.013968999,
3274.728742172, 1.014738724,
3274.749177845, 1.013421171,
3274.769613418, 1.011979136,
3274.790048891, 1.004407795,
3274.810484564, 0.989498713,
3274.830920138, 0.993844602,
3274.851355812, 1.004571596,
3274.871791286, 1.002931657,
3274.892226860, 1.002963602,
3274.933098010, 1.002132485,
3274.953533584, 1.004272292,
3274.973969260, 1.004151633,
3274.994404735, 1.004453335,
3275.014840310, 1.001076529,
3275.035275986, 1.001373635,
3275.055711462, 1.004016108,
3275.076147038, 1.005116462,
3275.096582714, 1.004707778,
3275.117018291, 1.004698763,
3275.137453868, 1.005546959,
3275.178325022, 1.002527197,
3275.198760599, 1.004955498,
3275.219196177, 1.004954249,
3275.239631755, 1.005942980,
3275.260067433, 1.002252424,
3275.280502911, 1.001669179,
3275.300938489, 1.000810458,
3275.321374168, 0.999292404,
3275.341809646, 1.000758027,
3275.362245325, 1.002219599,
3275.382680805, 1.003899106,
3275.403116384, 1.006335537,
3275.423552064, 1.010358377,
3275.443987543, 1.012488448,
3275.464423123, 1.010939724,
3275.484858803, 1.014202951,
3275.505294284, 1.017835828,
3275.525729864, 1.014687299,
3275.546165545, 1.015331364,
3275.566601026, 1.015070942,
3275.587036707, 1.015288773,
3275.607472289, 1.012856966,
3275.627907870, 1.013104846,
3275.668779034, 1.008970183,
3275.689214616, 1.010342882,
3275.709650199, 0.992706096,
3275.730085781, 0.985037910,
3275.750521364, 0.997180512,
3275.770957047, 1.002973631,
3275.791392530, 1.003172527,
3275.811828213, 0.997805319,
3275.832263797, 0.999279362,
3275.873134965, 0.998780320,
3275.914006033, 1.005625295,
3275.934441718, 1.004644396,
3275.954877302, 1.002345217,
3275.975312787, 1.002558203,
3275.995748472, 1.004890422,
3276.016184058, 1.004888191,
3276.036619743, 1.005261748,
3276.057055229, 1.004178366,
3276.077490815, 1.005024659,
3276.097926401, 1.001744520,
3276.118361987, 1.002990180,
3276.159233160, 1.002403645,
3276.179668747, 1.002551574,
3276.200104334, 1.005391527,
3276.220539921, 1.003027382,
3276.240975509, 1.004531202,
3276.261411196, 1.002615171,
3276.281846784, 1.000991599,
3276.302282272, 1.003963791,
3276.322717960, 1.005701040,
3276.343153549, 1.008974799,
3276.363589037, 1.010480155,
3276.404460315, 1.011627911,
3276.424895804, 1.014144623,
3276.445331493, 1.018278542,
3276.465767083, 1.018765417,
3276.486202773, 1.019950032,
3276.506638262, 1.016977513,
3276.527073853, 1.014001005,
3276.547509543, 1.011014841,
3276.567945033, 1.009380169,
3276.588380624, 1.016293279,
3276.608816315, 1.001223114,
3276.649687397, 0.981585044,
3276.670123088, 0.996411124,
3276.690558580, 0.999271110,
3276.710994272, 1.000966137,
3276.731429863, 1.001561659,
3276.751865456, 1.002569001,
3276.772301048, 1.002732956,
3276.792736640, 1.000685074,
3276.813172233, 1.000952476,
3276.833607826, 1.000170303,
3276.854043419, 1.001380751,
3276.874478912, 1.005464358,
3276.894914606, 1.004974339,
3276.915350199, 1.004263286,
3276.935785893, 1.005850150,
3276.956221387, 1.006155426,
3276.976656981, 1.005308378,
3276.997092675, 1.005565552,
3277.017528170, 1.004536282,
3277.037963765, 1.002834652,
3277.058399459, 1.001019160,
3277.078834954, 1.000937094,
3277.099270550, 0.998156426,
3277.140141741, 1.000500931,
3277.160577336, 1.002239739,
3277.181013032, 1.003041112,
3277.201448529, 1.004331573,
3277.221884225, 1.005569404,
3277.242319821, 1.006191941,
3277.262755418, 1.008649638,
3277.283191015, 1.009841043,
3277.303626612, 1.013353980,
3277.324062209, 1.013740852,
3277.344497806, 1.015310335,
3277.385369002, 1.015961988,
3277.405804700, 1.016719250,
3277.426240198, 1.013960347,
3277.446675896, 1.012489222,
3277.467111394, 1.008835315,
3277.487546993, 1.005953038,
3277.507982692, 1.005878855,
3277.528418191, 0.992322093,
3277.548853790, 0.983494305,
3277.569289489, 0.989928185,
3277.589724989, 0.998048065,
3277.630596288, 1.000380221,
3277.651031788, 0.996646873,
3277.671467489, 0.996775091,
3277.691903089, 0.998658520,
3277.712338589, 0.999169337,
3277.732774290, 0.999392007,
3277.753209891, 1.000788550,
3277.773645492, 1.002018986,
3277.794081093, 1.002511550,
3277.814516695, 1.005113713,
3277.834952296, 1.003511222,
3277.875823500, 1.010852696,
3277.896259202, 1.008252995,
3277.916694704, 1.005515814,
3277.937130307, 1.004828813,
3277.957566009, 1.002981451,
3277.978001612, 1.002990638,
3277.998437115, 0.999555956,
3278.018872818, 0.998001316,
3278.039308422, 1.000284545,
3278.059743925, 0.999262795,
3278.080179629, 0.998166652,
3278.121050836, 1.007059311,
3278.141486441, 1.011822397,
3278.161922045, 1.012493380,
3278.182357649, 1.014854366,
3278.202793254, 1.013894036,
3278.223228859, 1.015618646,
3278.243664464, 1.017072082,
3278.264100069, 1.015995881,
3278.284535574, 1.017072366,
3278.304971280, 1.015079838,
3278.325406885, 1.014013274,
3278.366278097, 1.004920392,
3278.386713703, 1.004276154,
3278.407149410, 1.006449034,
3278.427585016, 1.003810266,
3278.448020523, 0.989480220,
3278.468456229, 0.985883104,
3278.488891836, 0.997602602,
3278.509327344, 0.997892571,
3278.529763051, 0.996871027,
3278.550198658, 0.995293739,
3278.570634166, 0.996723980,
3278.611505482, 1.001029294,
3278.631941190, 1.001756745,
3278.652376698, 1.001646668,
3278.672812306, 0.999714768,
3278.693248015, 0.997173607,
3278.713683524, 0.999720417,
3278.734119133, 1.004999317,
3278.754554842, 1.006816839,
3278.774990351, 1.010288975,
3278.795425960, 1.012312643,
3278.815861670, 1.009427816,
3278.836297180, 1.005736344,
3278.856732889, 1.005848972,
3278.877168399, 1.003656921,
3278.897604010, 1.000447386,
3278.918039720, 0.999204760,
3278.938475231, 0.998512933,
3278.958910841, 1.000537259,
3278.979346552, 1.000689069,
3278.999782163, 1.002300161,
3279.020217674, 1.004194064,
3279.040653385, 1.004654492,
3279.061088997, 1.007194827,
3279.101960220, 1.014943731,
3279.122395832, 1.014630573,
3279.142831544, 1.016419115,
3279.163267057, 1.016975318,
3279.183702669, 1.015454473,
3279.204138382, 1.012861176,
3279.224573894, 1.013131954,
3279.245009507, 1.013876761,
3279.265445220, 1.010855782,
3279.285880733, 1.005574320,
3279.306316447, 1.005586442,
3279.347187574, 0.996638957,
3279.367623287, 0.984213437,
3279.388058901, 0.982268008,
3279.408494516, 0.996704128,
3279.428930130, 0.995953348,
3279.449365744, 0.993372850,
3279.469801359, 0.993627324,
3279.490236973, 0.994096531,
3279.510672588, 0.994884768,
3279.531108203, 0.996947626,
3279.551543818, 1.001087834,
3279.592415049, 1.002222302,
3279.633286281, 1.005318877,
3279.653721997, 1.006872548,
3279.674157513, 1.005383169,
3279.715028845, 1.004753687,
3279.735464362, 1.005586699,
3279.755899978, 1.003293307,
3279.776335695, 1.004043885,
3279.796771212, 1.005720103,
3279.837642546, 1.007415110,
3279.858078064, 1.005746378,
3279.878513781, 1.005034513,
3279.898949399, 1.003538685,
3279.919384917, 0.999200901,
3279.939820635, 1.000015136,
3279.960256253, 1.004674326,
3279.980691871, 1.010692287,
3280.001127490, 1.014623861,
3280.021563108, 1.016528959,
3280.041998827, 1.015897146,
3280.082869965, 1.017375787,
3280.103305684, 1.014423967,
3280.123741303, 1.013039961,
3280.144176823, 1.005874876,
3280.164612542, 1.005515042,
3280.185048162, 1.002319145,
3280.205483682, 1.001393243,
3280.225919402, 1.002521839,
3280.246354922, 1.003098757,
3280.266790642, 0.989926137,
3280.287226263, 0.983162330,
3280.307661783, 0.989863231,
3280.328097504, 0.998450796,
3280.348533125, 0.996544270,
3280.368968646, 0.998762739,
3280.389404367, 0.995534956,
3280.409839988, 0.996934636,
3280.430275510, 0.996945466,
3280.450711231, 0.996992585,
3280.471146853, 0.998663860,
3280.491582475, 0.997928995,
3280.512018097, 0.999791759,
3280.532453719, 1.000641165,
3280.573324964, 1.007229434,
3280.593760586, 1.005719154,
3280.614196309, 1.003480754,
3280.634631932, 1.006357560,
3280.655067455, 1.001913746,
3280.675503178, 1.000221467,
3280.695938801, 1.001113826,
3280.716374325, 1.002199905,
3280.736810048, 1.000685317,
3280.757245672, 0.999994534,
3280.777681396, 0.997782042,
3280.818552543, 1.004643966,
3280.838988268, 1.005376558,
3280.859423792, 1.006725708,
3280.879859416, 1.010199628,
3280.900295041, 1.011275133,
3280.920730666, 1.010661802,
3280.941166291, 1.014202416,
3280.961602016, 1.017428213,
3280.982037541, 1.013687300,
3281.002473266, 1.013157850,
3281.022908791, 1.012061162,
3281.063780143, 1.011655849,
3281.084215668, 1.008758497,
3281.104651294, 1.006494098,
3281.125087020, 1.001346233,
3281.145522647, 0.998128931,
3281.165958173, 0.994073872,
3281.186393899, 0.980192046,
3281.206829526, 0.978382016,
3281.227265053, 0.989408849,
3281.247700780, 0.991107653,
3281.268136407, 0.994235388,
3281.309007661, 0.997724215,
3281.329443288, 0.998761819,
3281.349879016, 1.000167828,
3281.370314543, 1.000754168,
3281.390750171, 1.001838868,
3281.411185899, 1.002622665,
3281.431621427, 1.003607800,
3281.452057055, 1.003296604,
3281.472492783, 1.006126289,
3281.492928312, 1.004864475,
3281.513364040, 1.004285323,
3281.554235198, 1.003224282,
3281.574670927, 1.002337530,
3281.595106556, 1.001231547,
3281.615542185, 1.001481610,
3281.635977814, 1.001215138,
3281.656413444, 0.997896736,
3281.676849073, 0.997344640,
3281.819898483, 1.016082960,
3281.840334114, 1.016307289,
3281.860769845, 1.016887258,
3281.881205375, 1.015448288,
3281.901641006, 1.013284753,
3281.922076737, 1.011042996,
3281.962947900, 1.012867048,
3281.983383631, 1.009005950,
3282.003819163, 1.005782881,
3282.044690526, 1.004637796,
3282.065126058, 1.003982176,
3282.085561790, 0.994641410,
3282.105997422, 0.980099081,
3282.126433054, 0.983830032,
3282.146868686, 0.998255846,
3282.167304319, 0.996726787,
3282.187739951, 0.994504535,
3282.208175584, 0.995983509,
3282.228611217, 0.994579859,
3282.249046950, 0.997211522,
3282.289918116, 1.003136329,
3282.310353749, 1.005195849,
3282.330789483, 1.007665592,
3282.351225016, 1.007184678,
3282.371660750, 1.009178594,
3282.392096284, 1.008712539,
3282.412531918, 1.007167679,
3282.432967652, 1.006171023,
3282.453403186, 1.003771718,
3282.473838820, 1.003942141,
3282.494274554, 1.001807716,
3282.535145823, 1.003570406,
3282.555581458, 0.999845946,
3282.576016993, 0.998250002,
3282.596452728, 1.000025920,
3282.616888363, 0.999285446,
3282.637323898, 1.001365392,
3282.657759633, 1.003859926,
3282.678195269, 1.008353246,
3282.698630904, 1.010922052,
3282.719066540, 1.012708288,
3282.739502175, 1.011996371,
3282.780373447, 1.020080671,
3282.800809083, 1.018033419,
3282.821244819, 1.018945331,
3282.841680455, 1.017171812,
3282.862115992, 1.014238515,
3282.882551728, 1.009991961,
3282.902987365, 1.007710222,
3282.923422902, 1.005293251,
3282.943858638, 1.000918091,
3282.964294275, 1.000100260,
3282.984729812, 1.000533396,
3283.025601087, 1.002689578,
3283.046036824, 1.005713488,
3283.066472462, 1.005986679,
3283.086908099, 0.999802781,
3283.107343737, 0.994420748,
3283.127779375, 0.998920948,
3283.148214912, 0.998551864,
3283.168650650, 1.001929897,
3283.189086289, 1.002919227,
3283.229957565, 1.006848693,
3283.250393203, 1.005783530,
3283.270828942, 1.006054549,
3283.291264481, 1.006487744,
3283.311700119, 1.005516727,
3283.332135858, 1.005170865,
3283.352571497, 1.007660725,
3283.373007036, 1.003845051,
3283.393442775, 1.003107726,
3283.536492252, 1.006916954,
3283.556927992, 1.008368670,
3283.577363532, 1.011085617,
3283.597799172, 1.009801259,
3283.618234913, 1.010330606,
3283.638670453, 1.010720195,
3283.659106094, 1.011207396,
3283.679541834, 1.015549050,
3283.699977375, 1.015698335,
3283.761284298, 1.013532640,
3283.781720039, 1.015388407,
3283.802155580, 1.012555265,
3283.822591221, 1.011355244,
3283.843026962, 1.007698427,
3283.863462604, 1.005196779,
3283.883898145, 1.000691182,
3283.904333887, 0.994039862,
3283.924769529, 0.977960012,
3283.945205071, 0.973093937,
3283.965640813, 0.990777905,
3284.006511997, 0.996248370,
3284.026947739, 0.996380817,
3284.047383382, 0.999764607,
3284.067819124, 1.000253016,
3284.088254666, 1.000246914,
3284.108690309, 0.999425133,
3284.129126052, 1.002240969,
3284.149561595, 1.002811744,
3284.169997238, 1.004163144,
3284.190432981, 1.003866957,
3284.210868524, 1.006197369,
3284.251739910, 1.009330119,
3284.272175454, 1.008998749,
3284.292611197, 1.008194518,
3284.313046841, 1.006423121,
3284.333482484, 1.005394942,
3284.353918128, 1.005095588,
3284.374353772, 1.003712534,
3284.394789416, 1.001819001,
3284.415225060, 1.005329330,
3284.435660704, 1.003589223,
3284.456096348, 1.004512723,
3284.496967637, 1.011571187,
3284.517403181, 1.013914546,
3284.537838926, 1.016176071,
3284.558274570, 1.015412678,
3284.578710315, 1.015212350,
3284.599145860, 1.015589146,
3284.619581505, 1.013209823,
3284.640017250, 1.011135127,
3284.660452795, 1.011068260,
3284.680888440, 1.011993270,
3284.701324185, 1.011748424,
3284.742195376, 1.006869177,
3284.762631122, 1.005933958,
3284.783066667, 1.003631251,
3284.803502413, 1.001748714,
3284.823938059, 0.990279556,
3284.844373705, 0.974325835,
3284.864809351, 0.978279446,
3284.905680643, 0.991563486,
3284.926116289, 0.991617568,
3284.946551935, 0.994932191,
3284.987423328, 1.000309886,
3285.007858875, 0.999985920,
3285.028294522, 1.003915128,
3285.048730268, 1.006853504,
3285.069165815, 1.006597759,
3285.089601562, 1.005493248,
3285.110037209, 1.005132199,
3285.130472756, 1.005304284,
3285.150908503, 1.004541607,
3285.171344050, 1.002366534,
3285.191779698, 1.007307435,
